62438,207,210,210,212,220,205,202,202,207,212,220,212,210,197,202,202,220,220,212,217,210,205,207,192,225,225,252,235,220,205,197,210,222,225,362,297,215,205,207,200,225,225,280,255,215,215,212,205,225,227,240,232,217,207,215,212,220,222,220,222,217,217,215,200
62438,220,212,217,212,207,197,200,190,215,220,220,207,202,202,205,200,227,222,215,220,215,202,205,195,227,230,255,237,222,210,205,187,225,230,365,295,212,207,210,195,225,232,275,255,217,212,220,205,225,225,235,227,215,212,215,212,215,220,225,215,217,212,225,210
62438,215,212,207,210,210,205,202,195,215,217,215,212,212,202,202,207,215,210,207,225,210,207,200,197,222,222,247,232,217,212,202,202,217,222,362,295,210,207,205,197,225,225,272,255,230,212,217,210,220,222,237,235,217,217,212,220,225,222,215,217,225,212,215,212
62438,207,212,212,212,210,200,202,190,215,217,217,210,205,207,202,200,220,215,215,215,207,210,205,192,220,225,250,240,220,210,205,200,227,227,365,297,215,212,210,200,225,225,267,252,220,212,207,210,220,220,240,237,215,212,212,225,222,230,222,217,215,212,217,212
62438,222,210,212,212,215,210,197,205,207,212,217,207,207,210,207,195,220,217,220,217,210,197,195,192,222,227,250,240,220,215,207,195,220,222,365,297,212,210,207,197,217,225,272,257,217,212,222,207,222,220,242,225,212,212,205,212,215,222,217,220,225,217,217,197
62438,210,207,212,215,210,200,205,195,217,212,220,202,210,210,205,197,220,220,217,215,212,205,200,207,222,220,252,242,217,202,202,200,222,222,362,295,210,205,212,200,230,225,272,245,222,210,215,222,222,222,240,230,215,217,212,215,220,215,217,225,215,210,210,215
62438,207,207,210,215,222,207,197,200,217,215,217,215,207,200,205,202,215,217,215,217,220,217,202,190,230,222,247,242,212,210,207,197,222,222,360,295,215,215,205,197,225,222,277,250,225,212,220,205,222,212,240,230,225,210,215,207,217,225,222,217,222,217,220,202
62438,205,212,207,212,215,192,195,205,215,217,215,210,205,202,197,210,217,220,212,215,212,202,205,192,217,225,247,235,215,205,195,197,217,227,352,297,207,210,202,197,225,220,275,252,222,207,217,205,222,217,242,225,220,212,210,212,212,225,222,222,215,212,212,212
62438,210,205,207,207,210,202,197,202,210,215,212,207,202,205,207,192,217,220,210,220,207,210,202,192,222,232,250,242,212,212,200,190,212,225,365,285,212,210,210,197,217,230,272,255,220,212,215,205,222,227,242,232,217,217,215,215,220,225,222,225,210,205,225,212
62438,210,205,215,210,205,195,205,195,215,217,217,207,207,200,202,200,215,220,207,210,212,215,200,192,222,222,250,235,215,205,205,195,217,225,360,295,207,210,202,205,220,225,272,252,222,215,215,212,217,220,242,232,215,215,212,207,222,212,227,217,210,215,212,195
62438,212,205,210,205,207,202,200,187,222,215,212,210,210,207,207,205,215,215,217,212,210,215,207,195,215,225,250,230,212,207,205,195,220,222,362,290,215,212,200,195,220,227,265,252,220,210,220,205,220,217,237,225,220,215,220,205,217,220,220,222,212,217,212,217
62438,212,212,210,207,212,200,210,200,207,220,217,202,205,205,207,205,217,212,215,210,215,202,210,200,217,217,247,237,212,205,210,190,222,230,362,292,215,205,217,197,222,220,275,255,215,210,212,210,222,225,237,225,222,205,212,195,222,227,222,212,215,202,215,200
62438,215,207,215,207,212,207,197,192,215,205,212,210,202,200,200,202,217,217,215,212,207,212,207,195,222,222,250,237,215,200,200,197,230,222,362,297,212,215,202,200,220,217,275,250,217,212,215,210,222,217,235,230,220,207,202,210,217,220,217,220,215,212,217,212
62438,215,205,212,210,205,197,200,195,215,215,215,210,207,202,207,212,215,222,215,225,202,202,205,202,222,225,250,237,215,210,200,195,220,222,362,300,212,205,210,200,215,227,267,245,217,210,215,210,227,222,235,227,220,215,217,215,222,222,220,217,212,212,220,220
62438,215,207,210,212,205,205,205,195,212,212,222,205,202,200,202,200,222,212,215,212,207,205,210,195,225,222,252,235,215,207,200,197,225,227,360,297,200,202,205,202,225,222,267,250,217,215,217,207,222,215,237,227,212,210,210,210,222,220,220,220,217,215,212,202
62438,207,215,215,210,215,207,205,200,220,212,210,202,210,202,205,190,220,217,215,212,212,210,205,200,222,217,247,232,215,207,205,195,227,227,362,295,212,210,212,205,220,225,280,247,222,210,217,210,217,220,237,230,225,225,212,200,217,215,225,215,215,207,217,202
62438,212,205,207,217,210,205,197,197,215,215,205,212,205,197,205,197,217,217,210,215,207,210,202,192,217,227,252,235,220,205,195,197,217,227,362,290,205,207,205,202,220,230,267,247,225,205,210,212,217,217,237,232,212,212,212,212,220,215,225,215,220,205,212,202
62438,207,207,212,207,207,200,192,192,215,222,212,207,202,205,195,197,212,217,220,222,207,210,202,197,215,222,245,235,220,202,200,205,217,227,362,290,202,207,202,197,220,225,272,250,220,217,210,200,225,220,242,232,210,210,202,212,217,217,220,217,215,212,215,212
62438,210,212,207,205,210,207,192,197,212,220,217,210,212,205,205,205,220,217,215,215,207,212,205,190,215,220,250,237,215,207,205,200,215,230,362,292,210,210,205,205,227,225,270,247,215,210,215,215,220,222,242,227,217,210,207,210,217,222,220,217,215,210,207,217
62438,212,202,215,197,207,202,202,192,207,210,217,217,215,192,202,197,217,210,217,212,210,197,205,197,222,225,245,240,217,212,197,197,215,222,365,292,210,205,210,197,227,227,275,250,220,207,220,205,225,215,242,230,212,212,212,202,217,217,217,215,220,202,207,217
62438,207,207,215,217,215,207,190,202,217,215,212,205,205,202,200,195,227,220,215,217,210,205,210,190,225,217,257,240,217,212,205,200,225,227,365,292,205,210,200,207,222,217,282,245,217,212,225,202,227,220,240,227,210,215,215,210,220,220,220,217,217,207,217,217
62438,205,210,207,212,212,195,207,190,212,212,222,202,202,205,205,197,220,217,217,212,210,210,210,192,222,222,250,237,215,205,200,195,225,222,362,295,212,202,202,207,217,222,280,255,220,217,217,207,220,217,237,227,222,212,212,212,212,217,217,225,207,207,205,212
62438,207,210,207,207,217,207,195,197,212,220,212,207,207,205,195,207,217,212,210,212,205,215,210,195,215,220,245,240,215,215,202,210,220,227,360,290,210,205,210,197,227,225,272,245,220,212,215,210,220,210,235,220,217,205,212,212,215,220,225,217,217,205,217,200
62438,210,210,210,215,212,197,205,195,212,220,215,200,207,200,207,195,217,215,220,212,212,207,215,205,220,220,252,235,215,207,200,195,230,222,362,292,215,212,212,202,225,225,272,245,220,217,220,207,225,220,242,227,220,207,222,212,230,227,217,215,225,212,220,210
62438,205,212,215,202,210,202,207,195,217,205,212,205,205,205,210,200,217,215,210,217,217,200,210,195,217,217,250,237,215,210,207,202,222,225,360,292,217,212,210,200,220,222,267,247,217,220,217,195,225,217,245,227,220,217,212,210,217,217,227,215,212,217,217,212
62438,215,207,207,210,215,202,192,205,212,217,220,212,205,202,202,197,220,215,217,217,217,200,207,205,220,227,255,237,215,217,202,200,227,225,362,295,207,212,205,202,227,227,275,247,225,212,210,205,225,220,242,230,217,207,205,210,222,227,222,217,212,220,217,212
62438,215,210,215,210,212,207,207,197,210,225,212,212,207,197,205,200,217,222,220,207,205,205,207,195,227,220,250,242,212,202,210,192,225,227,365,295,210,205,202,195,225,227,270,252,220,215,215,212,227,227,240,220,217,215,210,207,217,220,215,222,222,202,212,217
62438,207,207,212,210,202,215,212,200,210,217,212,205,200,200,202,200,220,212,207,215,207,210,205,187,222,225,255,235,220,210,205,192,220,222,357,290,215,202,202,197,217,222,275,260,220,210,215,200,217,217,240,227,217,217,212,215,217,217,220,217,220,215,215,210
62438,210,205,207,212,210,202,195,200,210,220,212,200,210,205,200,202,217,222,215,217,212,202,207,192,217,222,245,235,215,207,207,205,230,230,365,290,215,205,215,197,222,227,272,250,217,217,215,205,217,222,237,235,215,210,210,205,217,220,220,215,217,207,212,210
