62438,200,200,205,207,207,200,192,197,212,212,207,200,200,190,197,192,205,210,202,207,202,205,192,192,210,215,207,205,212,207,197,190,207,200,207,205,205,205,205,190,210,210,210,207,207,207,197,195,210,212,210,212,215,212,202,200,215,215,210,205,205,210,207,200
62438,207,202,205,205,210,195,202,195,205,207,205,205,202,192,187,192,207,212,205,210,207,205,202,195,215,220,212,202,215,205,195,190,212,207,205,202,202,200,202,192,217,207,205,212,202,205,202,192,215,212,207,210,207,205,202,192,205,222,212,207,215,217,205,197
62438,207,207,205,202,202,197,195,192,205,212,215,205,192,195,195,195,210,207,205,212,202,205,197,195,207,205,212,205,207,197,200,185,215,210,207,207,202,202,200,192,212,210,205,210,207,197,202,197,220,205,207,210,210,212,205,215,207,207,215,205,215,215,210,197
62438,207,197,207,202,205,205,192,185,202,210,212,207,202,200,192,197,215,210,205,205,200,205,200,195,217,207,212,202,207,195,202,195,212,212,205,205,207,202,200,190,215,207,207,205,210,202,205,197,220,207,207,200,210,207,202,197,210,205,210,200,210,212,210,215
62438,200,210,207,205,210,205,207,197,210,210,205,205,200,192,200,190,210,215,205,200,212,202,202,192,215,210,215,202,210,202,197,195,212,210,215,202,200,205,197,192,212,210,207,215,207,202,197,197,210,205,210,207,207,200,207,195,215,207,207,210,207,202,212,212
62438,207,212,202,205,200,202,200,187,202,205,210,212,200,197,200,185,207,207,207,205,202,210,192,187,212,207,210,207,207,202,195,197,212,205,215,207,200,210,192,192,207,207,205,215,205,202,195,192,215,200,212,217,205,212,202,202,220,217,207,207,217,210,215,190
62438,210,212,200,207,210,202,190,192,212,220,212,202,207,195,202,197,230,217,207,215,205,210,200,197,215,215,210,210,212,205,197,187,245,217,210,207,202,197,202,192,227,205,210,207,210,195,207,195,210,215,210,212,210,210,200,205,225,212,210,200,210,210,215,202
62438,220,202,210,205,205,202,190,197,235,232,210,202,205,192,202,195,257,227,210,217,202,207,205,197,245,212,212,210,205,195,197,200,242,247,210,207,207,197,200,200,235,217,222,210,210,202,202,200,237,215,215,210,215,202,195,200,227,217,212,210,215,212,212,217
62438,212,210,207,207,217,210,202,197,212,210,237,215,210,197,202,212,227,232,262,217,212,205,202,197,227,245,245,222,215,205,202,195,230,245,372,242,212,202,207,197,227,235,257,222,215,212,212,202,225,232,240,220,222,212,205,200,225,240,240,222,212,217,215,212
62438,212,210,215,217,217,212,200,195,212,222,267,217,200,195,202,202,225,230,255,217,215,205,200,195,230,252,255,230,210,212,205,192,230,265,417,227,210,207,207,192,227,250,277,232,212,202,205,197,220,237,242,222,210,200,207,197,230,232,237,222,212,207,212,210
62438,222,215,215,210,210,202,195,197,222,240,260,210,215,200,192,195,217,245,245,220,207,207,210,197,240,250,247,230,207,207,202,202,242,415,290,232,202,210,197,200,235,277,252,227,217,207,200,197,225,242,240,225,215,210,207,207,227,227,235,225,220,212,215,205
62438,215,220,225,210,225,205,205,202,212,220,270,242,215,200,202,197,222,217,260,247,212,205,207,195,227,232,242,242,237,212,202,200,235,342,322,245,240,215,207,195,227,325,335,245,225,205,210,210,225,230,247,242,220,215,217,205,225,217,227,235,225,222,212,200
62438,200,202,215,210,217,212,202,197,207,217,212,217,252,222,207,200,215,215,217,227,270,250,210,195,220,217,225,222,255,245,217,207,227,237,270,247,240,240,230,205,230,285,450,237,237,230,235,215,222,227,242,235,237,232,227,215,227,225,222,225,227,225,217,220
62438,205,217,202,207,210,202,202,197,212,210,212,215,210,215,212,202,212,210,210,212,232,272,212,197,225,225,222,210,227,257,225,210,220,242,302,227,237,237,232,210,222,255,415,235,232,232,237,212,215,225,232,227,230,235,230,207,217,217,220,225,225,222,230,220
62438,215,207,215,205,212,205,195,210,217,215,212,205,205,210,195,197,210,215,212,215,215,232,210,205,217,215,212,212,235,272,217,202,220,222,230,215,227,250,222,200,225,257,452,232,237,242,232,212,222,230,237,232,230,242,235,212,227,225,222,220,227,220,217,215
62438,207,207,207,207,217,202,195,192,207,215,207,207,202,202,192,195,220,217,212,207,215,217,212,197,222,210,210,207,225,267,220,195,212,220,217,210,220,252,217,207,222,230,447,237,245,240,227,212,207,222,235,220,230,230,237,215,210,227,220,222,225,222,230,202
62438,210,202,205,207,207,210,200,192,210,215,217,202,207,207,197,195,217,212,210,210,215,220,212,197,215,217,215,217,235,267,222,190,217,222,210,215,225,260,222,207,220,237,447,235,242,237,237,200,222,220,237,230,230,227,232,212,222,222,222,220,225,215,227,222
62438,207,210,212,202,207,207,192,197,207,212,210,205,207,195,205,197,212,207,205,217,212,210,200,190,217,212,212,212,227,267,212,207,217,227,227,212,220,257,215,207,222,227,455,237,240,235,240,200,210,222,237,227,230,235,240,212,220,220,217,220,230,227,220,222
62438,210,205,212,215,205,192,187,197,210,215,215,207,207,205,202,197,212,210,202,210,210,215,205,200,220,215,215,207,227,272,220,195,222,225,230,207,220,262,220,200,220,257,435,227,242,237,235,200,217,225,235,222,225,232,237,215,220,222,217,225,217,220,227,215
62438,212,215,210,210,205,202,197,182,205,212,212,200,200,197,200,197,220,217,207,210,202,217,205,190,225,220,220,212,222,270,220,197,232,347,310,210,217,265,217,202,222,270,280,240,235,235,237,215,222,215,230,222,225,230,237,215,217,230,217,215,230,227,222,220
62438,205,200,210,205,215,202,207,205,212,220,212,205,207,205,207,200,220,212,215,212,217,212,210,200,230,222,222,215,220,267,222,197,232,340,380,215,220,257,220,207,230,262,310,237,242,242,232,205,225,220,230,227,225,230,240,215,217,227,230,220,227,215,225,210
62438,210,205,210,210,207,205,205,202,212,215,215,215,202,200,207,195,220,212,210,215,215,220,215,200,225,215,217,220,225,270,227,192,222,270,285,217,222,262,215,205,225,290,375,235,237,232,242,202,230,230,232,227,225,225,237,217,220,222,222,225,227,220,222,222
62438,207,205,215,215,205,205,200,197,210,212,205,202,210,192,210,205,210,205,212,212,215,217,205,197,215,212,215,210,230,265,217,200,222,217,210,215,217,257,217,202,220,270,407,225,240,235,237,210,225,240,262,225,220,230,235,207,222,222,227,212,227,225,227,212
62438,210,205,207,205,210,210,200,190,212,205,217,207,210,210,205,207,210,212,217,210,210,207,212,200,215,205,217,215,222,262,210,200,222,210,217,207,215,255,212,205,230,242,335,222,232,240,235,212,215,237,325,235,227,230,240,220,220,220,232,227,222,220,227,205
62438,207,215,215,212,210,205,195,182,212,210,212,210,205,205,210,192,210,220,205,222,217,210,205,195,217,202,205,217,232,265,215,202,210,212,212,212,225,247,212,195,217,207,217,230,240,240,232,200,217,220,335,362,227,225,232,205,222,217,240,250,225,220,230,217
62438,212,210,207,210,210,207,195,197,205,210,212,205,210,192,200,195,217,210,205,220,207,205,205,197,217,215,217,215,252,260,200,195,217,212,217,215,235,242,210,207,215,212,212,220,240,240,227,202,215,207,215,262,292,237,225,215,212,220,220,250,292,222,227,227
62438,200,210,210,207,215,207,197,180,210,205,212,205,210,205,197,205,215,210,222,222,217,210,207,195,217,207,222,247,257,207,212,192,217,202,212,235,257,222,200,200,215,200,210,237,240,227,212,207,207,215,227,285,245,235,217,202,225,215,217,360,242,225,225,215
